Open,High,Low,Close,Date
429.62,440.6,429.62,437.29,24/06/2014 12:00:00 AM
436.84,443.67,434.22,438.52,25/06/2014 12:00:00 AM
440.5,443.76,431.45,433.13,26/06/2014 12:00:00 AM
432.89,435.61,425.27,427.5,27/06/2014 12:00:00 AM
429.23,431.15,424.38,426.41,30/06/2014 12:00:00 AM
427.25,448.02,427.25,445.99,01/07/2014 12:00:00 AM
445.2,453.26,440.11,450,02/07/2014 12:00:00 AM
450.98,466.61,450.98,463.64,03/07/2014 12:00:00 AM
464.19,468.98,461.07,463.3,04/07/2014 12:00:00 AM
467.8,474.67,467.01,473.48,07/07/2014 12:00:00 AM
474.72,478.73,460.38,463.25,08/07/2014 12:00:00 AM
464.24,464.73,448.02,451.87,09/07/2014 12:00:00 AM
455.19,469.58,445.25,447.87,10/07/2014 12:00:00 AM
449.01,456.23,439.12,440.6,11/07/2014 12:00:00 AM
440.11,454.64,437.63,451.23,14/07/2014 12:00:00 AM
452.86,459.89,451.58,457.96,15/07/2014 12:00:00 AM
460.13,466.46,456.92,465.18,16/07/2014 12:00:00 AM
461.67,471.7,459.93,469.68,17/07/2014 12:00:00 AM
466.81,472.2,461.12,469.97,18/07/2014 12:00:00 AM
471.75,473.24,464.83,469.13,21/07/2014 12:00:00 AM
469.78,482.09,467.2,480.06,22/07/2014 12:00:00 AM
480.65,482.68,471.26,478.48,23/07/2014 12:00:00 AM
478.68,481.74,472,480.26,24/07/2014 12:00:00 AM
481.35,481.35,451.18,456.82,25/07/2014 12:00:00 AM
454.35,464.83,446.14,448.17,28/07/2014 12:00:00 AM
452.96,452.96,437.39,446.39,30/07/2014 12:00:00 AM
447.82,449.7,440.15,441.98,31/07/2014 12:00:00 AM
440.11,450.04,432.74,434.67,01/08/2014 12:00:00 AM
436.15,443.07,436.15,441.89,04/08/2014 12:00:00 AM
445.45,453.01,439.66,451.63,05/08/2014 12:00:00 AM
449.8,449.8,440.55,442.43,06/08/2014 12:00:00 AM
445.05,445.05,435.26,437.29,07/08/2014 12:00:00 AM
433.18,433.28,425.76,428.24,08/08/2014 12:00:00 AM
435.56,444.16,432.74,442.48,11/08/2014 12:00:00 AM
475.91,478.68,463.49,468.69,12/08/2014 12:00:00 AM
469.87,474.42,461.37,467.45,13/08/2014 12:00:00 AM
468.04,480.36,468.04,479.27,14/08/2014 12:00:00 AM
482.88,500.14,482.88,498.36,18/08/2014 12:00:00 AM
502.31,514.77,499.89,513.04,19/08/2014 12:00:00 AM
513.29,516.11,503.65,506.02,20/08/2014 12:00:00 AM
509.53,512.4,500.83,506.96,21/08/2014 12:00:00 AM
508.35,514.97,504.88,505.87,22/08/2014 12:00:00 AM
510.23,512.2,499.74,502.71,25/08/2014 12:00:00 AM
494.45,509.78,491.73,507.26,26/08/2014 12:00:00 AM
512.2,518.68,511.02,515.86,27/08/2014 12:00:00 AM
517.25,525.16,517.25,518.63,28/08/2014 12:00:00 AM
520.21,523.63,511.41,514.13,01/09/2014 12:00:00 AM
512.3,514.77,506.37,510.72,02/09/2014 12:00:00 AM
520.21,524.66,515.62,516.9,03/09/2014 12:00:00 AM
516.9,516.9,503.4,507.21,04/09/2014 12:00:00 AM
507.36,510.82,497.57,500.78,05/09/2014 12:00:00 AM
504.39,506.37,497.47,504.88,08/09/2014 12:00:00 AM
506.37,512.45,502.31,511.56,09/09/2014 12:00:00 AM
509.24,514.63,506.86,510.62,10/09/2014 12:00:00 AM
512.4,514.23,505.28,508.44,11/09/2014 12:00:00 AM
508.84,513.49,508.35,510.82,12/09/2014 12:00:00 AM
508.35,509.83,504.64,506.62,15/09/2014 12:00:00 AM
504.39,504.39,489.56,494.1,16/09/2014 12:00:00 AM
496.48,503.4,485.65,501.27,17/09/2014 12:00:00 AM
502.41,521.7,495.44,519.82,18/09/2014 12:00:00 AM
520.21,523.13,510.57,513.29,19/09/2014 12:00:00 AM
508.35,536.04,508.35,533.47,22/09/2014 12:00:00 AM
538.02,538.51,510.62,512.1,23/09/2014 12:00:00 AM
513.29,513.29,500.68,507.31,24/09/2014 12:00:00 AM
509.34,509.34,494.7,498.01,25/09/2014 12:00:00 AM
495.49,507.36,487.33,505.82,26/09/2014 12:00:00 AM
505.18,509.73,502.41,505.13,29/09/2014 12:00:00 AM
505.87,508.74,495.74,497.22,30/09/2014 12:00:00 AM
497.12,502.12,493.81,497.22,01/10/2014 12:00:00 AM
495.74,511.12,495.49,499.35,07/10/2014 12:00:00 AM
500.43,506.91,496.58,504.39,08/10/2014 12:00:00 AM
510.32,516.26,507.85,514.23,09/10/2014 12:00:00 AM
509.34,509.34,484.41,486.93,10/10/2014 12:00:00 AM
484.61,492.82,475.07,490.89,13/10/2014 12:00:00 AM
494.5,495.49,480.75,482.83,14/10/2014 12:00:00 AM
481.45,494.99,476.2,478.48,16/10/2014 12:00:00 AM
479.76,479.76,463,470.52,17/10/2014 12:00:00 AM
480.65,491.53,479.12,489.06,20/10/2014 12:00:00 AM
492.42,498.26,488.32,496.18,21/10/2014 12:00:00 AM
502.51,514.77,502.51,513.74,22/10/2014 12:00:00 AM
513.29,515.27,509.34,511.26,23/10/2014 12:00:00 AM
511.41,512.8,496.58,498.11,27/10/2014 12:00:00 AM
500.43,505.77,498.46,503.01,28/10/2014 12:00:00 AM
508.89,521.1,508.89,520.16,29/10/2014 12:00:00 AM
515.76,524.07,514.77,520.61,30/10/2014 12:00:00 AM
520.56,531.09,515.32,529.76,31/10/2014 12:00:00 AM
526.15,530.1,520.76,525.31,03/11/2014 12:00:00 AM
524.86,532.48,515.62,528.87,05/11/2014 12:00:00 AM
524.17,538.21,524.17,527.88,07/11/2014 12:00:00 AM
528.03,528.92,513.29,515.96,10/11/2014 12:00:00 AM
516.26,522.04,511.12,515.96,11/11/2014 12:00:00 AM
516.26,530.6,516.26,524.76,12/11/2014 12:00:00 AM
526.4,529.91,518.09,520.46,13/11/2014 12:00:00 AM
524.17,530.55,514.18,518.04,14/11/2014 12:00:00 AM
513.09,541.33,513.09,539.1,17/11/2014 12:00:00 AM
542.91,544.74,534.55,535.35,18/11/2014 12:00:00 AM
536.04,538.96,516.8,523.08,19/11/2014 12:00:00 AM
527.83,527.83,514.63,518.88,20/11/2014 12:00:00 AM
522.19,533.07,521.7,524.62,21/11/2014 12:00:00 AM
524.81,532.33,519.23,520.81,24/11/2014 12:00:00 AM
522.19,523.18,507.7,515.02,25/11/2014 12:00:00 AM
515.27,519.03,509.63,514.03,26/11/2014 12:00:00 AM
509.24,516.7,505.87,512.85,27/11/2014 12:00:00 AM
518.24,532.08,516.01,527.09,28/11/2014 12:00:00 AM
532.58,534.06,524.76,530.25,01/12/2014 12:00:00 AM
531.09,531.09,522.54,523.18,02/12/2014 12:00:00 AM
530.5,532.68,520.71,522.69,03/12/2014 12:00:00 AM
526.15,531.14,516.26,522.09,04/12/2014 12:00:00 AM
520.21,524.91,517,519.03,05/12/2014 12:00:00 AM
518.83,524.62,508.05,510.13,08/12/2014 12:00:00 AM
509.34,515.02,495.74,497.57,09/12/2014 12:00:00 AM
492.52,509.09,487.58,505.18,10/12/2014 12:00:00 AM
503.9,506.86,492.72,498.46,11/12/2014 12:00:00 AM
494.75,502.12,490.05,494.5,12/12/2014 12:00:00 AM
490.54,496.33,486.93,488.37,15/12/2014 12:00:00 AM
485.6,485.99,473.34,476.55,16/12/2014 12:00:00 AM
474.72,480.56,463.84,470.57,17/12/2014 12:00:00 AM
475.21,484.56,475.21,479.71,18/12/2014 12:00:00 AM
483.62,492.37,478.68,480.65,19/12/2014 12:00:00 AM
480.75,491.43,476.45,488.86,22/12/2014 12:00:00 AM
489.56,495.69,480.26,482.53,23/12/2014 12:00:00 AM
483.62,487.28,477.39,480.11,24/12/2014 12:00:00 AM
480.56,482.38,474.23,479.71,26/12/2014 12:00:00 AM
480.56,492.32,479.67,489.51,29/12/2014 12:00:00 AM
492.67,494.2,485.1,488.47,30/12/2014 12:00:00 AM
489.11,492.97,485.7,490.64,31/12/2014 12:00:00 AM
487.18,494.25,487.18,492.77,01/01/2015 12:00:00 AM
491.04,511.21,491.04,506.07,02/01/2015 12:00:00 AM
505.77,520.21,501.82,518.33,05/01/2015 12:00:00 AM
509.14,509.14,493.51,495.59,06/01/2015 12:00:00 AM
490.89,495.19,484.02,488.57,07/01/2015 12:00:00 AM
497.81,509.14,496.03,506.57,08/01/2015 12:00:00 AM
512.9,519.23,510.32,516.11,09/01/2015 12:00:00 AM
512.3,518.98,506.47,516.65,12/01/2015 12:00:00 AM
516.55,520.21,509.93,513.83,13/01/2015 12:00:00 AM
514.82,520.86,508.64,514.63,14/01/2015 12:00:00 AM
524.17,530.1,517.99,526.59,15/01/2015 12:00:00 AM
524.17,525.65,516.75,519.82,16/01/2015 12:00:00 AM
520.21,533.76,517.54,532.82,19/01/2015 12:00:00 AM
530.35,555.42,529.21,552.95,20/01/2015 12:00:00 AM
549.88,553.49,540.54,545.33,21/01/2015 12:00:00 AM
544.49,562.74,542.71,560.07,22/01/2015 12:00:00 AM
567.34,584.25,567.19,581.43,23/01/2015 12:00:00 AM
586.53,601.71,586.53,598.44,27/01/2015 12:00:00 AM
593.4,596.27,580.69,582.67,28/01/2015 12:00:00 AM
580.25,594.39,574.61,590.93,29/01/2015 12:00:00 AM
594.54,597.31,574.66,578.52,30/01/2015 12:00:00 AM
578.57,589.15,575.25,585.78,02/02/2015 12:00:00 AM
590.43,605.32,588.7,595.43,03/02/2015 12:00:00 AM
599.33,599.93,582.08,585.34,04/02/2015 12:00:00 AM
582.52,596.22,575.7,583.06,05/02/2015 12:00:00 AM
573.62,573.62,546.67,553.59,06/02/2015 12:00:00 AM
544.94,548.1,535.15,536.63,09/02/2015 12:00:00 AM
538.02,561.55,536.63,558.14,10/02/2015 12:00:00 AM
561.75,564.22,547.91,553.1,11/02/2015 12:00:00 AM
555.82,559.53,546.92,556.41,12/02/2015 12:00:00 AM
557.99,561.06,549.74,559.43,13/02/2015 12:00:00 AM
559.28,574.07,559.28,567.64,16/02/2015 12:00:00 AM
567.19,579.31,554.83,576.69,18/02/2015 12:00:00 AM
577.58,585.98,566.45,570.36,19/02/2015 12:00:00 AM
573.62,577.97,566.7,572.43,20/02/2015 12:00:00 AM
572.73,577.77,564.72,567.64,23/02/2015 12:00:00 AM
568.68,571.64,554.04,558.83,24/02/2015 12:00:00 AM
562.64,568.97,558.24,561.11,25/02/2015 12:00:00 AM
563.24,566,552.06,554.04,26/02/2015 12:00:00 AM
561.75,574.61,557.7,569.17,27/02/2015 12:00:00 AM
569.91,592.56,558.39,587.12,28/02/2015 12:00:00 AM
591.42,593.89,567.39,577.72,02/03/2015 12:00:00 AM
577.03,577.03,566.2,568.28,03/03/2015 12:00:00 AM
577.48,585.49,564.72,567.54,04/03/2015 12:00:00 AM
568.82,571.2,561.95,564.37,05/03/2015 12:00:00 AM
563.73,566.7,556.26,558.04,09/03/2015 12:00:00 AM
561.55,566.15,552.85,553.99,10/03/2015 12:00:00 AM
555.82,558.79,542.47,545.04,11/03/2015 12:00:00 AM
548.9,560.27,548.7,557.85,12/03/2015 12:00:00 AM
559.77,559.87,548.4,550.92,13/03/2015 12:00:00 AM
551.91,559.43,549.09,551.66,16/03/2015 12:00:00 AM
558.79,572.14,556.31,565.26,17/03/2015 12:00:00 AM
565.71,565.71,550.48,553.94,18/03/2015 12:00:00 AM
558.79,562.44,544.94,547.21,19/03/2015 12:00:00 AM
543.06,543.95,535.05,541.58,20/03/2015 12:00:00 AM
542.12,551.27,541.82,544.84,23/03/2015 12:00:00 AM
544.94,546.32,522.69,527.04,24/03/2015 12:00:00 AM
531.09,539.4,527.63,535.25,25/03/2015 12:00:00 AM
529.12,532.68,516.8,520.36,26/03/2015 12:00:00 AM
523.08,532.08,512.85,529.86,27/03/2015 12:00:00 AM
533.07,537.03,525.95,534.01,30/03/2015 12:00:00 AM
534.46,553.25,532.08,543.9,31/03/2015 12:00:00 AM
543.95,560.76,541.77,558.34,01/04/2015 12:00:00 AM
558,573.15,558,567.55,06/04/2015 12:00:00 AM
569,570.3,553.8,560.05,07/04/2015 12:00:00 AM
